,Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Cancelled,Time on Program,EnrollmentDay
4605,682709,Hassan,Hearst,Hassan Hearst,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Bachelor,Rural,98473.0,Married,Nova,2017-01-30,,2929.92,Standard,N,1795 days,Monday
4606,662164,Mellisa,Flasher,Mellisa Flasher,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Bachelor,Suburban,33663.0,Married,Nova,2015-08-23,,2930.69,Standard,N,2321 days,Sunday
4607,189854,Bess,Viniegra,Bess Viniegra,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Suburban,45768.0,Married,Nova,2021-05-29,2021-11-19,2931.16,Standard,Y,174 days,Saturday
4608,309727,Jenine,Linnear,Jenine Linnear,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,Bachelor,Suburban,45768.0,Married,Nova,2017-09-03,,2931.16,Standard,N,1579 days,Sunday
4609,700286,Ellsworth,Maggie,Ellsworth Maggie,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,College,Urban,0.0,Married,Nova,2021-01-12,,2933.5,Standard,N,352 days,Tuesday
4610,859258,Tatum,Dydo,Tatum Dydo,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,College,Urban,0.0,Married,Nova,2020-10-03,,2933.96,Standard,N,453 days,Saturday
4611,938603,Fermin,Brachle,Fermin Brachle,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Female,College,Suburban,0.0,Single,Nova,2019-01-01,,2935.84,Standard,N,1094 days,Tuesday
4612,192772,Sal,Bisaccia,Sal Bisaccia,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,Bachelor,Urban,73847.0,Married,Nova,2015-11-14,,2935.99,Standard,N,2238 days,Saturday
4613,744135,Grace,Bylsma,Grace Bylsma,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Suburban,73847.0,Married,Nova,2019-12-23,,2935.99,Standard,N,738 days,Monday
4614,478050,Dalila,Bastress,Dalila Bastress,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Female,Bachelor,Suburban,44369.0,Divorced,Nova,2016-08-21,,2936.99,Standard,N,1957 days,Sunday
4615,607115,John,Ehrisman,John Ehrisman,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Bachelor,Urban,44369.0,Divorced,Nova,2016-09-23,,2936.99,Standard,N,1924 days,Friday
4616,347212,Terra,Jana,Terra Jana,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,College,Urban,0.0,Divorced,Nova,2021-09-07,,2937.17,Standard,N,114 days,Tuesday
4618,236710,Maryanne,Pullens,Maryanne Pullens,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Bachelor,Rural,83195.0,Single,Nova,2018-08-19,,2937.42,Standard,N,1229 days,Sunday
4619,208256,Judi,Shastri,Judi Shastri,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Male,College,Rural,0.0,Single,Nova,2016-10-16,,2938.08,Standard,N,1901 days,Sunday
4620,224000,Keenan,Sharon,Keenan Sharon,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,Bachelor,Suburban,40987.0,Divorced,Nova,2019-02-07,,2938.08,Standard,N,1057 days,Thursday
4621,767331,Petrina,Wylie,Petrina Wylie,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Male,Bachelor,Rural,40987.0,Divorced,Nova,2017-12-23,,2938.08,Standard,N,1468 days,Saturday
4622,844193,Tessa,Uhas,Tessa Uhas,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,College,Urban,0.0,Single,Nova,2017-12-25,,2938.08,Standard,N,1466 days,Monday
4623,135279,Mafalda,Escoto,Mafalda Escoto,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Male,College,Rural,0.0,Married,Nova,2021-01-15,,2938.73,Standard,N,349 days,Friday
4624,433496,Viola,Dorries,Viola Dorries,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,College,Rural,0.0,Married,Nova,2016-11-16,,2938.73,Standard,N,1870 days,Wednesday
4625,604526,Austin,Zaragosa,Austin Zaragosa,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Rural,96765.0,Married,Nova,2017-10-08,,2938.81,Standard,N,1544 days,Sunday
4626,645081,Alonzo,Makowski,Alonzo Makowski,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Female,Bachelor,Suburban,96765.0,Married,Nova,2016-11-11,,2938.81,Standard,N,1875 days,Friday
4627,932233,Keila,Monnot,Keila Monnot,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Rural,97735.0,Divorced,Nova,2021-02-01,,2939.94,2021 Promotion,N,332 days,Monday
4628,806598,Chana,Mathurin,Chana Mathurin,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,Bachelor,Rural,64431.0,Divorced,Nova,2018-04-18,,2941.83,Standard,N,1352 days,Wednesday
4629,105789,Blondell,Born,Blondell Born,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Female,College,Urban,0.0,Single,Nova,2015-06-11,,2943.05,Standard,N,2394 days,Thursday
4630,158901,Willie,Pavone,Willie Pavone,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,College,Suburban,0.0,Single,Nova,2019-10-05,,2943.05,Standard,N,817 days,Saturday
4631,398603,Dannie,Goulet,Dannie Goulet,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Rural,73601.0,Married,Nova,2020-01-04,,2944.18,Standard,N,726 days,Saturday
4632,287690,Dion,Partridge,Dion Partridge,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Urban,78596.0,Divorced,Nova,2020-05-18,,2949.28,Standard,N,591 days,Monday
4633,352068,Lavone,Ciccone,Lavone Ciccone,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Male,Bachelor,Urban,69600.0,Married,Nova,2017-05-09,,2951.29,Standard,N,1696 days,Tuesday
4634,418718,Gerri,Solkowitz,Gerri Solkowitz,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,Bachelor,Urban,52198.0,Married,Nova,2020-12-27,,2952.36,Standard,N,368 days,Sunday
4635,709499,Karren,Luksa,Karren Luksa,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Male,Bachelor,Rural,52198.0,Married,Nova,2016-07-30,,2952.36,Standard,N,1979 days,Saturday
4636,336271,Rudy,Ekberg,Rudy Ekberg,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Female,Bachelor,Rural,57248.0,Married,Nova,2016-06-22,,2952.58,Standard,N,2017 days,Wednesday
4637,401834,Suzan,Hochnadel,Suzan Hochnadel,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Suburban,76474.0,Married,Nova,2019-03-11,,2953.62,Standard,N,1025 days,Monday
4638,649656,Harriett,Brittan,Harriett Brittan,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Female,Bachelor,Urban,76474.0,Married,Nova,2017-06-01,,2953.62,Standard,N,1673 days,Thursday
4639,406099,Melda,Chaidy,Melda Chaidy,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,College,Rural,0.0,Married,Nova,2021-10-03,,2953.8,Standard,N,88 days,Sunday
4640,961427,Ferdinand,Nebred,Ferdinand Nebred,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,Bachelor,Suburban,62461.0,Married,Nova,2015-09-18,,2954.39,Standard,N,2295 days,Friday
4641,470381,Ellan,Habisch,Ellan Habisch,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Bachelor,Suburban,56502.0,Single,Nova,2018-09-12,,2955.5,Standard,N,1205 days,Wednesday
4642,728085,Roxana,Brechner,Roxana Brechner,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,Bachelor,Rural,56502.0,Single,Nova,2017-02-08,,2955.5,Standard,N,1786 days,Wednesday
4643,600651,Von,Brabant,Von Brabant,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Urban,40901.0,Married,Nova,2015-06-02,,2956.36,Standard,N,2403 days,Tuesday
4644,164094,Cythia,Gorin,Cythia Gorin,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Urban,83318.0,Divorced,Nova,2020-03-15,2021-12-29,2957.76,Standard,Y,654 days,Sunday
4645,841631,Nick,Eckroad,Nick Eckroad,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Urban,83318.0,Divorced,Nova,2019-05-23,,2957.76,Standard,N,952 days,Thursday
4646,363513,Bula,Mascetti,Bula Mascetti,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Urban,69746.0,Divorced,Nova,2019-01-20,2019-07-29,2959.82,Standard,Y,190 days,Sunday
4647,561413,Irish,Gloshen,Irish Gloshen,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Urban,69746.0,Divorced,Nova,2016-05-31,,2959.82,Standard,N,2039 days,Tuesday
4648,332225,Jay,Dabe,Jay Dabe,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Master,Suburban,28140.0,Single,Nova,2020-03-16,,2959.95,Standard,N,654 days,Monday
4649,170531,Colin,Magri,Colin Magri,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,College,Suburban,0.0,Single,Nova,2018-06-09,,2960.03,Standard,N,1300 days,Saturday
4650,561873,Delmer,Demaranville,Delmer Demaranville,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,Bachelor,Rural,92070.0,Married,Nova,2019-03-25,,2960.57,Standard,N,1011 days,Monday
4651,279634,Cristobal,Willaert,Cristobal Willaert,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Female,High School or Below,Rural,22608.0,Married,Nova,2018-02-12,2021-02-26,2961.31,Standard,Y,1110 days,Monday
4652,641903,Vernie,Brinson,Vernie Brinson,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Female,High School or Below,Suburban,16495.0,Married,Nova,2016-01-30,2016-09-30,2962.72,Standard,Y,244 days,Saturday
4653,694648,Fredric,Condron,Fredric Condron,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Suburban,71809.0,Divorced,Nova,2021-08-05,,2962.98,Standard,N,147 days,Thursday
4654,491690,Frankie,Martinolli,Frankie Martinolli,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Male,Bachelor,Rural,26472.0,Married,Nova,2021-03-13,,2965.72,2021 Promotion,N,292 days,Saturday
4655,641164,Loma,Mcculler,Loma Mcculler,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,Bachelor,Urban,26472.0,Married,Nova,2016-06-21,,2965.72,Standard,N,2018 days,Tuesday
4656,247833,Noel,Ronnfeldt,Noel Ronnfeldt,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,College,Urban,0.0,Married,Nova,2021-07-15,,2966.94,Standard,N,168 days,Thursday
4657,464248,Eun,Morell,Eun Morell,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Male,Bachelor,Suburban,91646.0,Married,Nova,2017-06-08,,2968.08,Standard,N,1666 days,Thursday
4658,811471,Lisa,Linnell,Lisa Linnell,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Urban,91646.0,Married,Nova,2015-12-01,,2968.08,Standard,N,2221 days,Tuesday
4659,569188,Denita,Revay,Denita Revay,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Female,Bachelor,Suburban,46131.0,Married,Nova,2017-07-20,2020-04-13,2969.59,Standard,Y,998 days,Thursday
4660,818040,Loren,Lawhead,Loren Lawhead,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Female,Bachelor,Rural,46131.0,Married,Nova,2018-05-09,2019-01-09,2969.59,Standard,Y,245 days,Wednesday
4661,434751,Keena,Mcburrows,Keena Mcburrows,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Bachelor,Urban,83873.0,Single,Nova,2016-02-07,,2971.92,Standard,N,2153 days,Sunday
4662,878510,Karol,Braughton,Karol Braughton,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Male,Bachelor,Rural,83873.0,Single,Nova,2020-05-15,2021-01-15,2971.92,Standard,Y,245 days,Friday
4663,653542,Sade,Shingledecker,Sade Shingledecker,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,College,Rural,0.0,Single,Nova,2019-06-10,,2972.46,Standard,N,934 days,Monday
4664,831812,Jeni,Yentzer,Jeni Yentzer,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,College,Rural,0.0,Single,Nova,2020-06-01,2021-02-01,2972.46,Standard,Y,245 days,Monday
4665,219646,Bev,Schnur,Bev Schnur,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Male,Bachelor,Urban,23333.0,Married,Nova,2015-11-20,,2974.31,Standard,N,2232 days,Friday
4666,843101,Blondell,Breier,Blondell Breier,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Bachelor,Urban,36548.0,Married,Nova,2019-11-21,,2975.26,Standard,N,770 days,Thursday
4667,335306,Gordon,Hamman,Gordon Hamman,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Female,Bachelor,Urban,64586.0,Single,Nova,2020-12-07,,2978.85,Standard,N,388 days,Monday
4668,976831,Salena,Michelin,Salena Michelin,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Bachelor,Suburban,64586.0,Single,Nova,2016-05-26,2017-01-26,2978.85,Standard,Y,245 days,Thursday
4669,670430,Starr,Quilindrino,Starr Quilindrino,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,High School or Below,Suburban,13535.0,Married,Nova,2019-04-01,,2980.01,Standard,N,1004 days,Monday
4670,278932,Alia,Hennon,Alia Hennon,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,Bachelor,Suburban,72669.0,Married,Nova,2020-05-14,,2980.46,Standard,N,595 days,Thursday
4671,561107,Mariam,Wobser,Mariam Wobser,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Female,Bachelor,Suburban,72669.0,Married,Nova,2016-04-30,,2980.46,Standard,N,2070 days,Saturday
4672,990905,Rita,Schimpf,Rita Schimpf,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,College,Rural,0.0,Married,Nova,2018-11-07,,2981.88,Standard,N,1149 days,Wednesday
4673,846291,Nelia,Grierson,Nelia Grierson,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,Bachelor,Suburban,79523.0,Married,Nova,2015-12-21,,2982.2,Standard,N,2201 days,Monday
4674,578811,Dominick,Fishbeck,Dominick Fishbeck,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,College,Urban,0.0,Single,Nova,2018-08-03,,2983.11,Standard,N,1245 days,Friday
4675,741677,Iliana,Kretz,Iliana Kretz,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Male,College,Suburban,0.0,Single,Nova,2019-07-10,,2987.95,Standard,N,904 days,Wednesday
4676,785965,Lizabeth,Conboy,Lizabeth Conboy,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,College,Suburban,0.0,Married,Nova,2021-06-20,,2989.91,Standard,N,193 days,Sunday
4677,972791,Rene,Graffeo,Rene Graffeo,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Female,Bachelor,Urban,73137.0,Married,Nova,2021-07-11,,2990.33,Standard,N,172 days,Sunday
4678,109022,Nolan,Morgensen,Nolan Morgensen,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Female,Bachelor,Suburban,35605.0,Married,Nova,2016-03-09,,2991.42,Standard,N,2122 days,Wednesday
4679,904501,Ellan,Stadt,Ellan Stadt,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Rural,35605.0,Married,Nova,2019-11-30,,2991.42,Standard,N,761 days,Saturday
4680,985266,Amal,Kudla,Amal Kudla,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,College,Urban,0.0,Single,Nova,2015-11-04,,2991.7,Standard,N,2248 days,Wednesday
4681,138065,Shaquita,Petrilli,Shaquita Petrilli,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,College,Urban,0.0,Married,Nova,2020-10-20,2021-06-20,2993.02,Standard,Y,243 days,Tuesday
4682,528332,Charmain,Secrease,Charmain Secrease,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Female,College,Suburban,0.0,Married,Nova,2018-10-30,,2993.02,Standard,N,1157 days,Tuesday
4683,603407,Tyron,Farhart,Tyron Farhart,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Bachelor,Urban,23277.0,Married,Nova,2018-11-08,,2993.12,Standard,N,1148 days,Thursday
4684,607405,Pierre,Har,Pierre Har,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Urban,55911.0,Married,Nova,2016-10-03,,2994.35,Standard,N,1914 days,Monday
4685,809449,Mari,Moynihan,Mari Moynihan,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Female,College,Suburban,0.0,Single,Nova,2019-06-23,,2996.14,Standard,N,921 days,Sunday
4686,834615,Ambrose,Bevelacqua,Ambrose Bevelacqua,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,College,Rural,0.0,Single,Nova,2015-06-12,,2996.14,Standard,N,2393 days,Friday
4687,330858,Otelia,Maragh,Otelia Maragh,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Male,Bachelor,Rural,51199.0,Divorced,Nova,2016-05-15,,2996.89,Standard,N,2055 days,Sunday
4688,504525,Bobbie,Silvestrini,Bobbie Silvestrini,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Suburban,28564.0,Married,Nova,2017-03-15,,2999.34,Standard,N,1751 days,Wednesday
4689,716360,Azalee,Coffman,Azalee Coffman,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Male,Bachelor,Urban,77041.0,Married,Nova,2019-06-15,,3000.44,Standard,N,929 days,Saturday
4690,687589,Catheryn,Labbe,Catheryn Labbe,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,College,Urban,0.0,Divorced,Nova,2015-06-03,,3007.39,Standard,N,2402 days,Wednesday
4691,619268,Ligia,Hardage,Ligia Hardage,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Urban,80681.0,Married,Nova,2017-07-11,,3008.1,Standard,N,1633 days,Tuesday
4692,923234,Loise,Frias,Loise Frias,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Bachelor,Urban,80681.0,Married,Nova,2017-11-26,,3008.1,Standard,N,1495 days,Sunday
4693,138204,Trinidad,Marchal,Trinidad Marchal,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Male,College,Suburban,0.0,Single,Nova,2019-07-05,,3008.97,Standard,N,909 days,Friday
4694,753306,Jamaal,Kofahl,Jamaal Kofahl,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Male,College,Urban,0.0,Single,Nova,2020-11-21,2021-05-27,3011.27,Standard,Y,187 days,Saturday
4695,918326,Lorinda,Cinkosky,Lorinda Cinkosky,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,Bachelor,Suburban,39010.0,Married,Nova,2021-06-01,,3011.34,Standard,N,212 days,Tuesday
4696,678493,Torri,Su,Torri Su,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Urban,77912.0,Divorced,Nova,2015-06-16,,3011.77,Standard,N,2389 days,Tuesday
4697,781355,Vada,Schoepf,Vada Schoepf,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,Bachelor,Urban,77912.0,Divorced,Nova,2016-07-21,,3011.77,Standard,N,1988 days,Thursday
4698,371737,Eugene,Shoff,Eugene Shoff,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Female,Bachelor,Rural,42987.0,Divorced,Nova,2021-04-06,2021-12-06,3012.04,2021 Promotion,Y,244 days,Tuesday
4699,391034,Alfreda,Schellman,Alfreda Schellman,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Bachelor,Suburban,42987.0,Divorced,Nova,2016-02-04,,3012.04,Standard,N,2156 days,Thursday
4700,273414,Mimi,Scalley,Mimi Scalley,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,Doctor,Rural,21353.0,Divorced,Nova,2016-10-20,,3013.44,Standard,N,1897 days,Thursday
4701,515023,Jill,Bacha,Jill Bacha,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Male,High School or Below,Rural,25630.0,Single,Nova,2015-10-25,,3016.44,Standard,N,2258 days,Sunday
4702,746536,Krystal,Klassen,Krystal Klassen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,High School or Below,Urban,25630.0,Single,Nova,2015-06-19,,3016.44,Standard,N,2386 days,Friday
4703,864288,Delta,Malakowsky,Delta Malakowsky,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,Bachelor,Rural,78561.0,Married,Nova,2018-10-09,,3020.42,Standard,N,1178 days,Tuesday
4704,702147,Ninfa,Costella,Ninfa Costella,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Doctor,Urban,28383.0,Single,Nova,2021-01-13,,3023.89,Standard,N,351 days,Wednesday
4705,724723,Nisha,Totzke,Nisha Totzke,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Male,College,Rural,0.0,Single,Nova,2020-06-28,,3028.78,Standard,N,550 days,Sunday
4706,772152,Rhoda,Sherraden,Rhoda Sherraden,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,Bachelor,Suburban,27435.0,Single,Nova,2016-11-07,,3031.59,Standard,N,1879 days,Monday
4707,173227,Lynell,Glazier,Lynell Glazier,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Rural,73782.0,Married,Nova,2021-05-08,,3032.82,Standard,N,236 days,Saturday
4708,413088,Fern,Stickrod,Fern Stickrod,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Male,Doctor,Suburban,27369.0,Married,Nova,2017-09-30,,3033.41,Standard,N,1552 days,Saturday
4709,667293,Ranee,Memos,Ranee Memos,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Male,Doctor,Urban,27369.0,Married,Nova,2020-07-24,,3033.41,Standard,N,524 days,Friday
4710,140290,Sharyn,Lyda,Sharyn Lyda,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Male,Bachelor,Rural,68205.0,Married,Nova,2018-11-14,,3034.65,Standard,N,1142 days,Wednesday
4711,994571,Kathern,Rampey,Kathern Rampey,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Male,Bachelor,Rural,68205.0,Married,Nova,2019-10-11,,3034.65,Standard,N,811 days,Friday
4712,191780,Raymundo,Montejo,Raymundo Montejo,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Male,High School or Below,Rural,17308.0,Married,Nova,2021-12-13,,3034.77,Standard,N,17 days,Monday
4713,575948,Brigette,Roch,Brigette Roch,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,High School or Below,Rural,17308.0,Married,Nova,2017-05-17,,3034.77,Standard,N,1688 days,Wednesday
4714,144641,Chastity,Marvin,Chastity Marvin,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Rural,79253.0,Married,Nova,2020-11-30,,3034.8,Standard,N,395 days,Monday
4715,192250,Simon,Bady,Simon Bady,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Male,Bachelor,Suburban,79253.0,Married,Nova,2017-09-17,,3034.8,Standard,N,1565 days,Sunday
4716,628452,Eddy,Clayter,Eddy Clayter,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Rural,31532.0,Single,Nova,2018-02-19,2018-06-26,3038.11,Standard,Y,127 days,Monday
4717,940904,Wm,Moreci,Wm Moreci,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Female,Bachelor,Suburban,31532.0,Single,Nova,2021-09-30,,3038.11,Standard,N,91 days,Thursday
4718,195895,Aja,Bove,Aja Bove,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,Bachelor,Urban,75180.0,Single,Nova,2021-04-17,,3038.83,2021 Promotion,N,257 days,Saturday
4719,758389,Barbie,Loeffel,Barbie Loeffel,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,College,Suburban,0.0,Single,Nova,2018-02-18,,3040.25,Standard,N,1411 days,Sunday
4720,870764,Jonah,Louser,Jonah Louser,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Male,College,Suburban,0.0,Single,Nova,2018-02-01,,3040.25,Standard,N,1428 days,Thursday
4721,636533,Shawanna,Vonwagoner,Shawanna Vonwagoner,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,Doctor,Rural,13789.0,Divorced,Nova,2021-08-29,,3041.79,Standard,N,123 days,Sunday
4722,817245,Shakita,Tyson,Shakita Tyson,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,Bachelor,Suburban,24475.0,Single,Nova,2016-09-07,,3044.0,Standard,N,1940 days,Wednesday
4723,977676,Terisa,Langoni,Terisa Langoni,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Male,Bachelor,Urban,24475.0,Single,Nova,2021-11-19,,3044.0,Standard,N,41 days,Friday
